ID_Transacao,Data_Venda,ID_Cliente,Nome_Cliente,Genero_Cliente,Faixa_Etaria,Regiao,Nome_Produto,Categoria_Produto,Valor_Unitario,Quantidade,Desconto_Pct,Metodo_Pagamento,Status_Pedido,Canal_Venda,Valor_Total,Ano,Mes,AnoMes,DiaSemana
2955,2023-10-16,584,Olivia Machado,F,26-35,Sul,Mordaça Silicone,Acessórios BDSM,259.85,1,0.0,Pix,Entregue,App,259.85,2023,10,2023-10,Monday
567,2024-02-23,137,Luiz Gustavo Vasconcelos,M,26-35,Nordeste,Lubrificante Íntimo Aquoso 100ml,Lubrificantes,67.46,1,0.0,Cartão Crédito,Entregue,Site,67.46,2024,2,2024-02,Friday
544,2023-05-20,295,Isabel da Paz,F,36-45,Centro-Oeste,Conjunto Lingerie Boudoir,Lingerie,116.67,2,0.0,Pix,Entregue,App,233.34,2023,5,2023-05,Saturday
1615,2023-07-24,112,Beatriz Barbosa,F,36-45,Nordeste,Wand Massager Pro,Vibradores,264.4,1,0.0,Pix,Devolvido,Marketplace,264.4,2023,7,2023-07,Monday
2699,2023-05-20,383,Juan Almeida,M,26-35,Sudeste,Kit Cuidados Íntimos,Cosméticos Íntimos,46.88,1,0.0,Cartão Crédito,Entregue,Site,46.88,2023,5,2023-05,Saturday
2928,2023-09-08,745,Srta. Cecilia Moreira,F,26-35,Sudeste,Spray Prolongador,Cosméticos Íntimos,50.82,2,0.0,Pix,Entregue,Marketplace,101.64,2023,9,2023-09,Friday
3913,2023-02-26,2,Isabelly Câmara,F,36-45,Nordeste,Gel Excitante Masculino,Lubrificantes,89.4,2,0.0,Pix,Entregue,Site,178.8,2023,2,2023-02,Sunday
1695,2023-02-14,126,Ana Júlia Borges,F,36-45,Sudeste,Fantasia Enfermeira,Lingerie,156.99,4,0.0,Pix,Entregue,App,627.96,2023,2,2023-02,Tuesday
1427,2023-04-25,2,Isabelly Câmara,F,36-45,Nordeste,Jogo Tabuleiro Casais,Jogos Adultos,53.71,2,0.0,Cartão Crédito,Entregue,App,107.42,2023,4,2023-04,Tuesday
196,2023-08-16,118,Dra. Alexia Rios,F,46+,Sudeste,Gel Excitante Masculino,Lubrificantes,85.05,1,0.0,Cartão Crédito,Entregue,Site,85.05,2023,8,2023-08,Wednesday
1225,2023-12-31,149,Luiz Fernando Ramos,M,36-45,Nordeste,Body Coelhinha Plus Size,Lingerie,139.85,1,0.0,Pix,Entregue,Site,139.85,2023,12,2023-12,Sunday
4079,2023-07-23,377,Melina Ferreira,F,18-25,Nordeste,Mini Vibrador Discreto,Vibradores,122.35,1,0.0,Boleto,Entregue,Site,122.35,2023,7,2023-07,Sunday
5341,2023-02-18,422,Dr. Bento Gonçalves,M,26-35,Nordeste,Lubrificante Sabores Baunilha,Lubrificantes,60.6,1,10.0,Cartão Débito,Entregue,App,54.54,2023,2,2023-02,Saturday
803,2023-07-27,231,Apollo das Neves,M,26-35,Nordeste,Vibrador Duplo Prazer,Vibradores,130.42,1,0.0,Cartão Crédito,Entregue,App,130.42,2023,7,2023-07,Thursday
3690,2024-12-23,6,Helena da Conceição,F,26-35,Sul,Lingerie Cropped com Bojo,Lingerie,110.37,1,0.0,Cartão Crédito,Entregue,App,110.37,2024,12,2024-12,Monday
3482,2024-02-01,229,Bruna Vasconcelos,F,26-35,Sul,Spray Prolongador,Cosméticos Íntimos,87.59,3,0.0,Pix,Entregue,App,262.77,2024,2,2024-02,Thursday
2007,2023-10-27,163,Sofia das Neves,F,36-45,Sul,Dominó Erótico,Jogos Adultos,56.16,1,0.0,Cartão Débito,Entregue,App,56.16,2023,10,2023-10,Friday
4353,2023-07-06,147,Evelyn Guerra,F,36-45,Sul,Wand Massager Pro,Vibradores,142.94,1,0.0,Cartão Crédito,Entregue,Site,142.94,2023,7,2023-07,Thursday
3136,2024-04-17,256,Renan Ramos,M,26-35,Nordeste,Massageador Corporal Wave,Vibradores,475.01,1,10.0,Pix,Entregue,App,427.51,2024,4,2024-04,Wednesday
3587,2024-11-30,165,Sra. Carolina Correia,F,18-25,Sudeste,Lubrificante Íntimo Aquoso 100ml,Lubrificantes,30.18,5,0.0,Cartão Crédito,Entregue,Marketplace,150.9,2024,11,2024-11,Saturday
1298,2024-05-30,31,Luara Guerra,F,36-45,Nordeste,Lubrificante Base Silicone,Lubrificantes,48.98,1,30.0,Cartão Débito,Entregue,Marketplace,34.29,2024,5,2024-05,Thursday
4282,2024-12-15,345,Lucas Gabriel Novaes,M,18-25,Sudeste,Colar e Guia BDSM,Acessórios BDSM,115.67,1,0.0,Cartão Crédito,Entregue,Site,115.67,2024,12,2024-12,Sunday
645,2024-10-23,36,Josué Souza,M,18-25,Sul,Vibrador Clássico Silicone,Vibradores,111.69,1,0.0,Pix,Entregue,Site,111.69,2024,10,2024-10,Wednesday
1469,2024-06-08,499,Ana Vitória Dias,Não informado,46+,Sudeste,Conjunto Lingerie Boudoir,Lingerie,109.77,2,0.0,Pix,Entregue,Site,219.54,2024,6,2024-06,Saturday
4166,2023-05-01,135,Ana Cecília Fogaça,F,46+,Nordeste,Lubrificante Sabores Baunilha,Lubrificantes,68.34,1,20.0,Pix,Entregue,Site,54.67,2023,5,2023-05,Monday
5374,2024-08-19,390,Sr. Leonardo Viana,M,18-25,Sudeste,Venda para Olhos Satin,Acessórios BDSM,239.26,1,0.0,Pix,Entregue,Marketplace,239.26,2024,8,2024-08,Monday
121,2024-02-22,418,Lara Andrade,F,26-35,Nordeste,Lingerie Cropped com Bojo,Lingerie,104.2,1,0.0,Pix,Entregue,Site,104.2,2024,2,2024-02,Thursday
2517,2023-12-26,6,Helena da Conceição,F,26-35,Sul,Corda de Shibari 5m,Acessórios BDSM,115.86,1,0.0,Cartão Crédito,Entregue,Site,115.86,2023,12,2023-12,Tuesday
4359,2024-08-12,228,Maria Eduarda Cavalcante,F,18-25,Sudeste,Fantasia Policial,Lingerie,76.29,1,10.0,Cartão Crédito,Entregue,Marketplace,68.66,2024,8,2024-08,Monday
2338,2023-05-20,127,Sra. Kamilly Aparecida,F,36-45,Nordeste,Fantasia Policial,Lingerie,85.96,1,0.0,Pix,Entregue,Site,85.96,2023,5,2023-05,Saturday
2958,2023-06-24,486,Théo Camargo,Não informado,26-35,Sudeste,Meia-Calça Rendada,Lingerie,95.34,1,0.0,Pix,Entregue,Site,95.34,2023,6,2023-06,Saturday
3880,2023-06-19,73,Sophie da Costa,F,36-45,Sudeste,Óleo de Massagem Relaxante,Lubrificantes,66.94,1,5.0,Cartão Crédito,Entregue,Site,63.59,2023,6,2023-06,Monday
2999,2023-07-11,95,Juan Cunha,M,26-35,Sul,Lubrificante Sabores Morango,Lubrificantes,35.14,3,20.0,Cartão Crédito,Entregue,Marketplace,84.34,2023,7,2023-07,Tuesday
4437,2024-06-26,119,Letícia Ribeiro,Não informado,18-25,Norte,Sabonete Íntimo pH Neutro,Cosméticos Íntimos,57.4,1,0.0,Cartão Crédito,Entregue,Marketplace,57.4,2024,6,2024-06,Wednesday
3716,2024-03-10,103,Isadora Pacheco,F,46+,Nordeste,Lingerie Cropped com Bojo,Lingerie,146.33,1,30.0,Cartão Crédito,Entregue,Marketplace,102.43,2024,3,2024-03,Sunday
135,2023-08-26,630,Mariane Cavalcante,F,36-45,Sudeste,Lubrificante Íntimo Aquoso 100ml,Lubrificantes,70.02,1,20.0,Cartão Crédito,Entregue,Site,56.02,2023,8,2023-08,Saturday
4837,2023-08-02,130,Sra. Mariane Novais,F,46+,Nordeste,Fantasia Policial,Lingerie,188.1,5,0.0,Pix,Entregue,App,940.5,2023,8,2023-08,Wednesday
1558,2024-01-08,145,Natália Ferreira,F,46+,Sul,Kit Cuidados Íntimos,Cosméticos Íntimos,109.51,2,10.0,Pix,Entregue,App,197.12,2024,1,2024-01,Monday
3198,2023-01-25,507,Maria Laura das Neves,F,36-45,Sudeste,Jogo Tabuleiro Casais,Jogos Adultos,112.54,4,0.0,Pix,Entregue,Site,450.16,2023,1,2023-01,Wednesday
63,2024-02-25,443,Srta. Ana Liz Mendes,F,18-25,Nordeste,Meia-Calça Rendada,Lingerie,65.15,1,0.0,Cartão Crédito,Entregue,Site,65.15,2024,2,2024-02,Sunday
3700,2024-12-17,86,Isadora Barbosa,Não informado,18-25,Sudeste,Gel Excitante Masculino,Lubrificantes,62.64,1,0.0,Cartão Crédito,Entregue,App,62.64,2024,12,2024-12,Tuesday
5090,2023-10-19,36,Josué Souza,M,18-25,Sul,Body Rendado Vermelho,Lingerie,170.35,1,10.0,Cartão Crédito,Entregue,App,153.32,2023,10,2023-10,Thursday
2802,2023-01-13,559,Eloah Silveira,F,26-35,Sul,Dominó Erótico,Jogos Adultos,59.22,1,0.0,Pix,Entregue,App,59.22,2023,1,2023-01,Friday
3277,2023-02-22,461,Dr. Davi Lucca Novais,M,36-45,Sul,Sabonete Íntimo pH Neutro,Cosméticos Íntimos,98.66,1,0.0,Pix,Entregue,App,98.66,2023,2,2023-02,Wednesday
3609,2024-05-11,596,Lavínia Lima,F,36-45,Sudeste,Chicote de Couro Soft,Acessórios BDSM,101.86,1,0.0,Pix,Devolvido,Marketplace,101.86,2024,5,2024-05,Saturday
123,2024-11-07,106,Vicente Dias,M,26-35,Sul,Vibrador Rabbit Premium,Vibradores,145.82,1,25.0,Pix,Entregue,Site,109.36,2024,11,2024-11,Thursday
3275,2023-01-06,452,Sr. Yuri Silveira,M,36-45,Sudeste,Vibrador Duplo Prazer,Vibradores,422.79,3,5.0,Cartão Crédito,Entregue,Marketplace,1204.95,2023,1,2023-01,Friday
3536,2024-04-30,39,Luiz Miguel Câmara,M,36-45,Sudeste,Lubrificante Sabores Baunilha,Lubrificantes,33.58,1,0.0,Cartão Crédito,Entregue,App,33.58,2024,4,2024-04,Tuesday
3539,2024-02-16,296,Dr. Rafael Barbosa,M,18-25,Sul,Vibrador Clássico Silicone,Vibradores,310.5,1,10.0,Pix,Entregue,Site,279.45,2024,2,2024-02,Friday
4188,2023-12-14,232,Marcos Vinicius Gonçalves,M,36-45,Sul,Gel Excitante Feminino,Lubrificantes,80.71,1,0.0,Boleto,Entregue,App,80.71,2023,12,2023-12,Thursday
1211,2023-02-18,152,Joana Cavalcanti,F,26-35,Sul,Gel Excitante Masculino,Lubrificantes,59.42,1,0.0,Pix,Entregue,Site,59.42,2023,2,2023-02,Saturday
568,2024-08-20,157,Gabriel da Cunha,M,18-25,Sudeste,Lingerie Cropped com Bojo,Lingerie,192.29,1,0.0,Cartão Crédito,Entregue,Site,192.29,2024,8,2024-08,Tuesday
4840,2023-05-26,89,Enzo Jesus,M,36-45,Sul,Vibrador Ponto G Flex,Vibradores,386.89,1,0.0,Cartão Débito,Entregue,Site,386.89,2023,5,2023-05,Friday
865,2024-07-27,141,Lívia Viana,F,36-45,Sudeste,Camisola Sensual Preta,Lingerie,115.62,2,0.0,Pix,Entregue,Marketplace,231.24,2024,7,2024-07,Saturday
4699,2023-03-09,42,Eduarda Vieira,F,18-25,Sudeste,Cartas Posições Kamasutra,Jogos Adultos,98.01,1,30.0,Cartão Crédito,Entregue,Site,68.61,2023,3,2023-03,Thursday
3866,2023-10-30,121,Cauê Souza,M,26-35,Sul,Vibrador Rabbit Premium,Vibradores,373.72,2,0.0,Cartão Crédito,Entregue,Site,747.44,2023,10,2023-10,Monday
4344,2023-06-16,440,Rael Montenegro,M,18-25,Nordeste,Vibrador Rabbit Premium,Vibradores,193.3,3,0.0,Cartão Débito,Entregue,Site,579.9,2023,6,2023-06,Friday
1372,2023-03-15,56,Rebeca Almeida,F,26-35,Sul,Mordaça Silicone,Acessórios BDSM,135.46,1,0.0,Cartão Débito,Entregue,App,135.46,2023,3,2023-03,Wednesday
721,2023-09-29,620,Maya Guerra,F,36-45,Centro-Oeste,Lubrificante Base Silicone,Lubrificantes,73.91,1,0.0,Boleto,Devolvido,Marketplace,73.91,2023,9,2023-09,Friday
4949,2024-10-11,415,Dra. Ágatha Leão,F,26-35,Sudeste,Lubrificante Íntimo Aquoso 250ml,Lubrificantes,30.69,1,0.0,Pix,Entregue,Marketplace,30.69,2024,10,2024-10,Friday
2488,2024-09-03,489,Sra. Ana Clara Câmara,F,26-35,Centro-Oeste,Óleo de Massagem Relaxante,Lubrificantes,48.61,4,0.0,Cartão Crédito,Entregue,Site,194.44,2024,9,2024-09,Tuesday
691,2024-06-17,108,Sra. Isabella da Luz,Não informado,36-45,Centro-Oeste,Body Coelhinha Plus Size,Lingerie,77.08,2,5.0,Cartão Débito,Entregue,App,146.45,2024,6,2024-06,Monday
603,2024-08-04,54,Ágatha Vasconcelos,F,18-25,Sul,Lingerie Cropped com Bojo,Lingerie,68.64,3,20.0,Pix,Entregue,Site,164.74,2024,8,2024-08,Sunday
1439,2023-12-25,63,Otávio Cunha,M,26-35,Sudeste,Vibrador Duplo Prazer,Vibradores,96.72,2,30.0,Pix,Entregue,Marketplace,135.41,2023,12,2023-12,Monday
1733,2023-02-19,203,Maria Helena Mendes,F,36-45,Sudeste,Body Coelhinha Plus Size,Lingerie,64.16,2,30.0,Pix,Entregue,App,89.82,2023,2,2023-02,Sunday
4025,2023-02-13,296,Dr. Rafael Barbosa,M,18-25,Sul,Mordaça Silicone,Acessórios BDSM,62.21,1,0.0,Pix,Entregue,Marketplace,62.21,2023,2,2023-02,Monday
1581,2023-03-24,73,Sophie da Costa,F,36-45,Sudeste,Wand Massager Pro,Vibradores,106.03,1,0.0,Pix,Entregue,Site,106.03,2023,3,2023-03,Friday
2828,2023-11-04,28,Júlia Porto,F,26-35,Centro-Oeste,Fantasia Policial,Lingerie,70.34,2,0.0,Boleto,Entregue,Site,140.68,2023,11,2023-11,Saturday
319,2024-02-29,48,Sra. Brenda da Rocha,F,26-35,Centro-Oeste,Conjunto Lingerie Boudoir,Lingerie,80.01,1,25.0,Cartão Débito,Entregue,Marketplace,60.01,2024,2,2024-02,Thursday
4442,2024-06-14,445,Rebeca Silva,F,26-35,Nordeste,Corda de Shibari 5m,Acessórios BDSM,137.22,2,0.0,Cartão Débito,Entregue,Marketplace,274.44,2024,6,2024-06,Friday
275,2024-03-27,194,João Pedro da Costa,M,26-35,Nordeste,Creme Excitante Feminino,Cosméticos Íntimos,105.08,1,0.0,Pix,Entregue,Site,105.08,2024,3,2024-03,Wednesday
5384,2023-09-30,3,Cauã Rocha,M,18-25,Sudeste,Cartas Posições Kamasutra,Jogos Adultos,82.03,2,0.0,Pix,Entregue,App,164.06,2023,9,2023-09,Saturday
1398,2023-02-18,79,Maria Lima,F,18-25,Centro-Oeste,Kit Iniciante BDSM 5 Peças,Acessórios BDSM,285.98,1,0.0,Pix,Entregue,Marketplace,285.98,2023,2,2023-02,Saturday
3808,2023-08-10,118,Dra. Alexia Rios,F,46+,Sudeste,Body Rendado Vermelho,Lingerie,131.83,2,20.0,Cartão Crédito,Entregue,App,210.93,2023,8,2023-08,Thursday
1787,2023-02-07,270,Beatriz Correia,F,26-35,Sul,Massageador Corporal Wave,Vibradores,392.7,2,0.0,Cartão Débito,Entregue,Marketplace,785.4,2023,2,2023-02,Tuesday
3001,2024-11-16,296,Dr. Rafael Barbosa,M,18-25,Sul,Gel Térmico Sensação Quente,Cosméticos Íntimos,113.99,1,20.0,Cartão Crédito,Entregue,App,91.19,2024,11,2024-11,Saturday
5220,2024-05-20,17,Bruno Novaes,M,26-35,Sudeste,Meia-Calça Rendada,Lingerie,137.84,1,20.0,Pix,Entregue,Site,110.27,2024,5,2024-05,Monday
4371,2023-11-18,63,Otávio Cunha,M,26-35,Sudeste,Conjunto Lingerie Boudoir,Lingerie,149.74,1,0.0,Pix,Entregue,Marketplace,149.74,2023,11,2023-11,Saturday
5353,2023-02-02,94,Ryan Cassiano,M,36-45,Sudeste,Lubrificante Sabores Baunilha,Lubrificantes,55.06,1,0.0,Pix,Entregue,Site,55.06,2023,2,2023-02,Thursday
296,2023-03-30,200,Nina Leão,F,18-25,Centro-Oeste,Body Coelhinha Plus Size,Lingerie,142.72,3,0.0,Cartão Crédito,Entregue,Site,428.16,2023,3,2023-03,Thursday
4918,2023-03-05,128,Lívia Vargas,F,26-35,Sudeste,Meia-Calça Rendada,Lingerie,173.1,1,0.0,Pix,Entregue,Site,173.1,2023,3,2023-03,Sunday
5358,2024-08-02,721,Fernanda Pereira,F,26-35,Sudeste,Gel Excitante Feminino,Lubrificantes,44.81,1,0.0,Cartão Crédito,Entregue,Site,44.81,2024,8,2024-08,Friday
299,2024-12-10,260,Leandro Ribeiro,M,26-35,Sudeste,Creme Excitante Feminino,Cosméticos Íntimos,76.12,1,5.0,Cartão Crédito,Entregue,App,72.31,2024,12,2024-12,Tuesday
69,2024-12-06,22,Rafael Porto,M,36-45,Nordeste,Vibrador Clássico Silicone,Vibradores,156.69,2,10.0,Cartão Crédito,Entregue,Site,282.04,2024,12,2024-12,Friday
737,2023-02-07,137,Luiz Gustavo Vasconcelos,M,26-35,Nordeste,Lingerie Cropped com Bojo,Lingerie,181.9,1,0.0,Cartão Crédito,Entregue,Site,181.9,2023,2,2023-02,Tuesday
4688,2024-12-19,4,Dra. Aurora Pastor,F,26-35,Sul,Óleo de Massagem Relaxante,Lubrificantes,89.18,2,15.0,Pix,Entregue,Site,151.61,2024,12,2024-12,Thursday
1554,2024-07-16,520,Olivia Macedo,F,26-35,Nordeste,Lubrificante Íntimo Aquoso 100ml,Lubrificantes,30.78,2,0.0,Pix,Entregue,Site,61.56,2024,7,2024-07,Tuesday
3551,2024-11-26,414,Mirella Freitas,F,18-25,Sul,Conjunto Lingerie Boudoir,Lingerie,109.06,5,0.0,Cartão Crédito,Entregue,App,545.3,2024,11,2024-11,Tuesday
151,2024-03-25,560,Ana Clara Jesus,F,26-35,Sudeste,Cartas Posições Kamasutra,Jogos Adultos,65.64,1,0.0,Cartão Crédito,Entregue,Site,65.64,2024,3,2024-03,Monday
757,2024-12-06,259,Maria Luiza Sales,F,18-25,Norte,Vibrador Duplo Prazer,Vibradores,435.17,4,0.0,Cartão Crédito,Entregue,Site,1740.68,2024,12,2024-12,Friday
4490,2023-09-30,224,Alícia Pinto,F,26-35,Nordeste,Vibrador Ponto G Flex,Vibradores,247.22,3,0.0,Pix,Entregue,Site,741.66,2023,9,2023-09,Saturday
4402,2024-12-29,198,Srta. Hadassa Azevedo,F,26-35,Nordeste,Lubrificante Sabores Baunilha,Lubrificantes,56.98,1,0.0,Cartão Crédito,Entregue,Site,56.98,2024,12,2024-12,Sunday
5330,2023-06-16,194,João Pedro da Costa,M,26-35,Nordeste,Kit Roleplay Surpresa,Jogos Adultos,83.19,1,0.0,Pix,Entregue,Site,83.19,2023,6,2023-06,Friday
3248,2024-03-01,146,Heloísa Câmara,F,26-35,Nordeste,Fantasia Policial,Lingerie,97.69,2,0.0,Pix,Entregue,App,195.38,2024,3,2024-03,Friday
2524,2023-01-31,122,Daniela da Mata,F,26-35,Sul,Vibrador Duplo Prazer,Vibradores,450.49,1,0.0,Boleto,Entregue,App,450.49,2023,1,2023-01,Tuesday
377,2024-03-16,463,Noah Fogaça,M,36-45,Sudeste,Cartas Posições Kamasutra,Jogos Adultos,114.56,4,0.0,Pix,Entregue,App,458.24,2024,3,2024-03,Saturday
1895,2023-08-29,219,José Barros,M,26-35,Sudeste,Kit Algemas Veludo,Acessórios BDSM,54.27,2,0.0,Cartão Débito,Entregue,Marketplace,108.54,2023,8,2023-08,Tuesday
2516,2024-02-25,595,Isaque Silva,M,36-45,Sudeste,Jogo de Cartas Sexo Quiz,Jogos Adultos,55.04,1,0.0,Boleto,Entregue,Marketplace,55.04,2024,2,2024-02,Sunday
3490,2023-05-16,151,Lucas Alves,M,36-45,Sul,Meia-Calça Rendada,Lingerie,90.44,1,0.0,Pix,Entregue,App,90.44,2023,5,2023-05,Tuesday
1868,2023-02-25,50,João Montenegro,M,26-35,Sudeste,Corda de Shibari 5m,Acessórios BDSM,161.73,1,0.0,Cartão Crédito,Entregue,Site,161.73,2023,2,2023-02,Saturday
379,2024-05-21,426,Isabelly Cardoso,F,26-35,Sul,Óleo de Massagem Relaxante,Lubrificantes,57.37,1,10.0,Pix,Entregue,Marketplace,51.63,2024,5,2024-05,Tuesday
1891,2024-05-01,30,Ana Laura da Conceição,F,18-25,Sudeste,Jogo de Cartas Sexo Quiz,Jogos Adultos,50.78,2,0.0,Pix,Entregue,Site,101.56,2024,5,2024-05,Wednesday
1295,2023-03-26,410,Danilo Carvalho,M,26-35,Centro-Oeste,Corda de Shibari 5m,Acessórios BDSM,67.58,1,0.0,Pix,Entregue,App,67.58,2023,3,2023-03,Sunday
2856,2024-01-29,191,João Guilherme Vargas,M,26-35,Nordeste,Gel Excitante Feminino,Lubrificantes,33.57,3,0.0,Pix,Entregue,Site,100.71,2024,1,2024-01,Monday
4504,2024-05-27,2,Isabelly Câmara,F,36-45,Nordeste,Conjunto Lingerie Boudoir,Lingerie,181.28,1,0.0,Pix,Entregue,Site,181.28,2024,5,2024-05,Monday
4131,2023-12-10,88,Sr. Caleb Sá,M,26-35,Sudeste,Chicote de Couro Soft,Acessórios BDSM,238.53,1,0.0,Cartão Crédito,Entregue,App,238.53,2023,12,2023-12,Sunday
5130,2024-12-31,473,Leonardo Fernandes,M,18-25,Norte,Perfume Íntimo Floral,Cosméticos Íntimos,123.45,1,0.0,Pix,Entregue,Site,123.45,2024,12,2024-12,Tuesday
3066,2024-02-02,86,Isadora Barbosa,Não informado,18-25,Sudeste,Gel Excitante Feminino,Lubrificantes,43.94,3,0.0,Cartão Crédito,Entregue,Site,131.82,2024,2,2024-02,Friday
2223,2024-02-07,29,Dra. Hellena Rodrigues,F,26-35,Norte,Mini Vibrador Discreto,Vibradores,309.3,2,0.0,Cartão Débito,Entregue,App,618.6,2024,2,2024-02,Wednesday
2510,2024-11-13,534,Sra. Maysa Moura,F,46+,Sudeste,Lubrificante Íntimo Aquoso 100ml,Lubrificantes,64.94,1,0.0,Pix,Entregue,Site,64.94,2024,11,2024-11,Wednesday
176,2024-02-09,54,Ágatha Vasconcelos,F,18-25,Sul,Lingerie Cropped com Bojo,Lingerie,175.88,1,0.0,Cartão Crédito,Entregue,App,175.88,2024,2,2024-02,Friday
1499,2024-09-22,131,Daniel Barbosa,M,36-45,Sudeste,Creme Excitante Feminino,Cosméticos Íntimos,51.48,1,5.0,Cartão Crédito,Entregue,Site,48.91,2024,9,2024-09,Sunday
928,2024-05-20,211,Ravi Lucca Cardoso,Não informado,26-35,Sudeste,Lingerie Cropped com Bojo,Lingerie,71.09,2,5.0,Cartão Débito,Entregue,Site,135.07,2024,5,2024-05,Monday
2816,2023-12-10,380,Fernanda Gomes,F,36-45,Sudeste,Lubrificante Sabores Baunilha,Lubrificantes,57.78,1,0.0,Boleto,Entregue,App,57.78,2023,12,2023-12,Sunday
46,2023-12-15,288,Ana Liz Pimenta,F,36-45,Centro-Oeste,Kit Roleplay Surpresa,Jogos Adultos,45.26,1,10.0,Cartão Crédito,Entregue,Marketplace,40.73,2023,12,2023-12,Friday
1261,2023-02-01,87,Beatriz Aragão,F,46+,Centro-Oeste,Kit Iniciante BDSM 5 Peças,Acessórios BDSM,144.78,1,0.0,Cartão Crédito,Entregue,App,144.78,2023,2,2023-02,Wednesday
1097,2024-06-22,69,Heloísa Pastor,F,26-35,Sudeste,Massageador Corporal Wave,Vibradores,418.72,4,15.0,Boleto,Entregue,App,1423.65,2024,6,2024-06,Saturday
4917,2023-12-28,110,Dr. Raul Dias,M,36-45,Nordeste,Vibrador Ponto G Flex,Vibradores,314.18,1,0.0,Pix,Entregue,Marketplace,314.18,2023,12,2023-12,Thursday
1663,2024-05-22,581,Lívia Vieira,F,36-45,Sudeste,Cartas Posições Kamasutra,Jogos Adultos,82.21,1,0.0,Pix,Entregue,App,82.21,2024,5,2024-05,Wednesday
5215,2023-11-08,137,Luiz Gustavo Vasconcelos,M,26-35,Nordeste,Camisola Sensual Preta,Lingerie,129.37,1,0.0,Cartão Crédito,Entregue,Site,129.37,2023,11,2023-11,Wednesday
2583,2024-10-04,190,Milena da Luz,Não informado,36-45,Nordeste,Fantasia Policial,Lingerie,77.19,1,0.0,Cartão Crédito,Entregue,Marketplace,77.19,2024,10,2024-10,Friday
5327,2024-12-11,24,Giovanna Rios,F,26-35,Centro-Oeste,Body Rendado Vermelho,Lingerie,127.36,1,0.0,Pix,Entregue,App,127.36,2024,12,2024-12,Wednesday
3853,2023-12-31,254,Isabella Silveira,F,36-45,Sul,Kit Algemas Veludo,Acessórios BDSM,125.86,1,0.0,Boleto,Entregue,App,125.86,2023,12,2023-12,Sunday
2178,2024-06-01,274,Yuri da Rocha,M,36-45,Sudeste,Kit Algemas Veludo,Acessórios BDSM,77.23,1,0.0,Cartão Crédito,Entregue,Marketplace,77.23,2024,6,2024-06,Saturday
284,2023-04-10,28,Júlia Porto,F,26-35,Centro-Oeste,Mini Vibrador Discreto,Vibradores,116.12,3,0.0,Cartão Crédito,Entregue,Site,348.36,2023,4,2023-04,Monday
2155,2023-06-10,30,Ana Laura da Conceição,F,18-25,Sudeste,Body Coelhinha Plus Size,Lingerie,97.73,1,0.0,Pix,Entregue,App,97.73,2023,6,2023-06,Saturday
2143,2024-02-12,325,Theo Pires,M,46+,Sudeste,Lubrificante Base Silicone,Lubrificantes,69.41,2,0.0,Boleto,Entregue,Site,138.82,2024,2,2024-02,Monday
2852,2023-10-17,76,Renan da Cruz,M,26-35,Nordeste,Fantasia Policial,Lingerie,125.67,1,25.0,Pix,Entregue,Site,94.25,2023,10,2023-10,Tuesday
1966,2023-04-11,238,Bernardo Montenegro,M,46+,Sul,Kit Iniciante BDSM 5 Peças,Acessórios BDSM,169.36,1,10.0,Cartão Crédito,Entregue,App,152.42,2023,4,2023-04,Tuesday
5386,2024-12-16,194,João Pedro da Costa,M,26-35,Nordeste,Óleo de Massagem Relaxante,Lubrificantes,83.38,2,15.0,Cartão Crédito,Entregue,Site,141.75,2024,12,2024-12,Monday
3985,2023-04-25,429,Igor Farias,M,36-45,Centro-Oeste,Vibrador Duplo Prazer,Vibradores,172.63,3,0.0,Cartão Crédito,Entregue,Site,517.89,2023,4,2023-04,Tuesday
3661,2023-02-15,193,Kamilly Macedo,F,26-35,Sul,Lubrificante Base Silicone,Lubrificantes,58.65,1,30.0,Cartão Crédito,Entregue,Site,41.06,2023,2,2023-02,Wednesday
3831,2023-09-18,132,Srta. Ísis Andrade,F,18-25,Sudeste,Body Rendado Vermelho,Lingerie,84.22,1,0.0,Cartão Crédito,Entregue,Site,84.22,2023,9,2023-09,Monday
2532,2024-12-17,443,Srta. Ana Liz Mendes,F,18-25,Nordeste,Creme Excitante Feminino,Cosméticos Íntimos,103.87,1,5.0,Boleto,Entregue,Site,98.68,2024,12,2024-12,Tuesday
4267,2023-11-04,278,Ana Júlia da Cunha,F,26-35,Sul,Fantasia Policial,Lingerie,101.96,3,0.0,Cartão Crédito,Devolvido,Site,305.88,2023,11,2023-11,Saturday
1882,2024-02-17,503,Eloá Pinto,F,36-45,Sudeste,Gel Excitante Masculino,Lubrificantes,56.74,1,25.0,Pix,Entregue,Marketplace,42.56,2024,2,2024-02,Saturday
2252,2023-01-05,563,Sra. Isabel Nascimento,Não informado,26-35,Nordeste,Fantasia Enfermeira,Lingerie,170.33,1,0.0,Pix,Entregue,Site,170.33,2023,1,2023-01,Thursday
3299,2024-01-22,129,Julia Castro,F,26-35,Sudeste,Jogo Tabuleiro Casais,Jogos Adultos,89.03,1,0.0,Pix,Entregue,Site,89.03,2024,1,2024-01,Monday
3389,2024-04-07,12,Eduardo Cunha,Não informado,26-35,Sul,Lubrificante Base Silicone,Lubrificantes,67.7,1,0.0,Cartão Crédito,Entregue,Site,67.7,2024,4,2024-04,Sunday
