ID_Transacao,Data_Venda,ID_Cliente,Nome_Cliente,Genero_Cliente,Faixa_Etaria,Regiao,Nome_Produto,Categoria_Produto,Valor_Unitario,Quantidade,Desconto_Pct,Metodo_Pagamento,Status_Pedido,Canal_Venda
12282,2018-02-24,1377,João Guilherme da Luz,M,46+,Centro-Oeste,Kit Roleplay Surpresa,Jogos Adultos,97.68,5,0.0,Cartão Crédito,Entregue,Site
8341,2025-03-16,518,Luna Pires,F,18-25,Sudeste,Kit Iniciante BDSM 5 Peças,Acessórios BDSM,81.68,2,0.0,Cartão Crédito,Entregue,App
19388,2020-09-24,213,Amanda Barros,F,18-25,Sul,Vibrador Clássico Silicone,Vibradores,374.13,1,0.0,Boleto,Entregue,App
8286,2021-04-03,564,Luana Viana,F,46+,Nordeste,Gel Excitante Masculino,Lubrificantes,35.73,2,0.0,Pix,Entregue,Site
13877,2015-06-10,218,Lara Sá,F,46+,Sul,Kit Roleplay Surpresa,Jogos Adultos,124.94,1,0.0,Cartão Crédito,Entregue,Marketplace
23854,2021-12-30,2005,Pedro Lucas Aparecida,M,36-45,Nordeste,Gel Excitante Masculino,Lubrificantes,42.94,1,5.0,Cartão Crédito,Devolvido,Site
13264,2023-02-01,379,José Marques,M,26-35,Sudeste,Lubrificante Sabores Baunilha,Lubrificantes,83.15,1,15.0,Cartão Crédito,Entregue,Site
15747,2017-11-17,308,José Alves,M,36-45,Centro-Oeste,Lubrificante Íntimo Aquoso 100ml,Lubrificantes,60.52,1,0.0,Pix,Entregue,App
28188,2023-06-09,284,Henry Gabriel Vasconcelos,M,36-45,Sudeste,Vibrador Ponto G Flex,Vibradores,451.12,1,0.0,Cartão Crédito,Entregue,Site
11147,2022-04-10,191,João Guilherme Vargas,M,26-35,Nordeste,Dado do Prazer,Jogos Adultos,128.91,3,25.0,Pix,Entregue,Site
9622,2020-12-15,23,Elisa Freitas,F,18-25,Sudeste,Lubrificante Sabores Baunilha,Lubrificantes,80.76,1,0.0,Pix,Entregue,App
21369,2016-09-07,337,Diogo Gomes,M,26-35,Sul,Lubrificante Íntimo Aquoso 250ml,Lubrificantes,63.59,3,0.0,Cartão Crédito,Cancelado,Site
5865,2020-11-22,380,Fernanda Gomes,F,36-45,Sudeste,Kit Roleplay Surpresa,Jogos Adultos,86.78,2,30.0,Cartão Crédito,Cancelado,Site
24832,2022-12-12,234,Dra. Isabelly Caldeira,F,36-45,Centro-Oeste,Vibrador Rabbit Premium,Vibradores,485.04,2,20.0,Pix,Entregue,Marketplace
20985,2018-06-20,733,Srta. Maria Vitória Pacheco,F,36-45,Norte,Fantasia Policial,Lingerie,74.76,3,0.0,Cartão Crédito,Entregue,Marketplace
27848,2018-09-09,50,João Montenegro,M,26-35,Sudeste,Fantasia Enfermeira,Lingerie,170.55,2,25.0,Pix,Entregue,Site
24937,2015-03-07,388,Srta. Isis Rocha,F,36-45,Sul,Gel Excitante Masculino,Lubrificantes,67.09,2,0.0,Pix,Entregue,Marketplace
18205,2026-04-05,14,Aylla Fogaça,F,36-45,Sudeste,Mini Vibrador Discreto,Vibradores,211.78,1,0.0,Cartão Débito,Entregue,Marketplace
3317,2020-08-25,199,Maria Luísa Farias,F,46+,Nordeste,Lubrificante Íntimo Aquoso 250ml,Lubrificantes,74.86,2,0.0,Cartão Débito,Entregue,Site
3841,2025-10-19,228,Maria Eduarda Cavalcante,F,18-25,Sudeste,Massageador Corporal Wave,Vibradores,191.08,2,25.0,Cartão Crédito,Entregue,App
16067,2018-10-16,24,Giovanna Rios,F,26-35,Centro-Oeste,Camisola Sensual Preta,Lingerie,113.58,1,0.0,Pix,Devolvido,Site
29266,2015-11-17,10,Alana Teixeira,F,36-45,Sul,Vibrador Clássico Silicone,Vibradores,145.42,2,0.0,Pix,Entregue,Site
5497,2015-06-02,260,Leandro Ribeiro,M,26-35,Sudeste,Vibrador Ponto G Flex,Vibradores,444.91,3,30.0,Cartão Débito,Entregue,Site
20356,2018-09-22,583,Ravy Sampaio,M,18-25,Sudeste,Conjunto Lingerie Boudoir,Lingerie,125.37,1,0.0,Cartão Débito,Entregue,App
12923,2021-03-03,167,Srta. Liz Guerra,F,18-25,Sul,Cartas Posições Kamasutra,Jogos Adultos,119.95,1,0.0,Pix,Cancelado,App
3940,2022-03-19,163,Sofia das Neves,F,36-45,Sul,Corda de Shibari 5m,Acessórios BDSM,222.32,1,0.0,Pix,Entregue,Marketplace
25493,2018-11-23,637,Maysa Andrade,F,26-35,Sul,Lubrificante Íntimo Aquoso 100ml,Lubrificantes,50.12,1,0.0,Cartão Crédito,Cancelado,Site
14942,2024-07-30,68,Benício Fernandes,M,36-45,Sudeste,Lubrificante Sabores Baunilha,Lubrificantes,75.58,4,0.0,Cartão Crédito,Entregue,Site
22027,2015-01-03,221,Ana Júlia Ferreira,F,26-35,Norte,Lingerie Cropped com Bojo,Lingerie,99.63,3,20.0,Pix,Entregue,App
16648,2021-08-06,134,Ana Cecília das Neves,F,26-35,Sudeste,Chicote de Couro Soft,Acessórios BDSM,232.12,3,15.0,Pix,Entregue,App
22697,2016-09-27,24,Giovanna Rios,F,26-35,Centro-Oeste,Mordaça Silicone,Acessórios BDSM,226.32,3,0.0,Pix,Entregue,App
14417,2023-02-24,398,Maitê Camargo,F,18-25,Sudeste,Perfume Íntimo Floral,Cosméticos Íntimos,89.05,1,0.0,Boleto,Entregue,App
3596,2016-03-03,311,Sra. Ana Cecília Teixeira,F,36-45,Sudeste,Fantasia Policial,Lingerie,96.51,1,15.0,Pix,Devolvido,Marketplace
2695,2015-06-14,993,Beatriz da Luz,F,46+,Sudeste,Lubrificante Base Silicone,Lubrificantes,68.05,1,0.0,Cartão Crédito,Entregue,App
3211,2023-02-13,53,Daniela Freitas,F,26-35,Sudeste,Massageador Corporal Wave,Vibradores,137.29,5,5.0,Cartão Crédito,Cancelado,App
21442,2023-01-23,22,Rafael Porto,M,36-45,Nordeste,Wand Massager Pro,Vibradores,179.95,3,0.0,Cartão Crédito,Entregue,Site
12905,2015-12-21,599,Sr. Vinicius Fonseca,M,18-25,Sul,Dominó Erótico,Jogos Adultos,88.03,3,0.0,Pix,Cancelado,Site
23957,2017-02-08,283,Bárbara Novais,F,26-35,Nordeste,Lubrificante Sabores Morango,Lubrificantes,76.94,1,0.0,Pix,Entregue,Site
12080,2017-09-27,434,Isaac Pastor,M,36-45,Nordeste,Creme Retardante Masculino,Cosméticos Íntimos,90.55,3,0.0,Pix,Entregue,Site
21961,2017-10-02,24,Giovanna Rios,F,26-35,Centro-Oeste,Mini Vibrador Discreto,Vibradores,311.57,1,0.0,Pix,Entregue,Site
12785,2019-01-17,235,Dr. Dante Vieira,M,18-25,Sudeste,Mordaça Silicone,Acessórios BDSM,289.92,1,0.0,Cartão Crédito,Entregue,Site
23616,2017-05-17,741,Luara Leão,F,18-25,Sudeste,Lubrificante Íntimo Aquoso 250ml,Lubrificantes,87.13,1,0.0,Cartão Crédito,Entregue,Site
23585,2019-02-07,289,Srta. Giovanna Pires,F,36-45,Sudeste,Chicote de Couro Soft,Acessórios BDSM,296.94,2,0.0,Cartão Crédito,Entregue,App
26474,2023-04-25,686,Dra. Lavínia Ramos,F,26-35,Sul,Fantasia Policial,Lingerie,138.11,1,0.0,Pix,Entregue,Site
14721,2020-10-06,286,Letícia Pastor,Não informado,36-45,Sul,Venda para Olhos Satin,Acessórios BDSM,211.26,1,0.0,Cartão Crédito,Cancelado,Site
14907,2015-10-31,181,Diogo Rezende,M,46+,Sudeste,Conjunto Lingerie Boudoir,Lingerie,90.44,2,0.0,Pix,Entregue,Marketplace
16098,2015-02-07,149,Luiz Fernando Ramos,M,36-45,Nordeste,Meia-Calça Rendada,Lingerie,100.73,1,0.0,Cartão Crédito,Entregue,Site
2446,2015-05-27,108,Sra. Isabella da Luz,Não informado,36-45,Centro-Oeste,Vibrador Rabbit Premium,Vibradores,100.63,1,30.0,Cartão Crédito,Entregue,App
28725,2025-03-25,193,Kamilly Macedo,F,26-35,Sul,Vibrador Duplo Prazer,Vibradores,458.47,3,0.0,Pix,Entregue,Site
19756,2018-02-13,163,Sofia das Neves,F,36-45,Sul,Vibrador Rabbit Premium,Vibradores,426.22,2,15.0,Pix,Entregue,App
16732,2024-08-01,17,Bruno Novaes,M,26-35,Sudeste,Fantasia Enfermeira,Lingerie,90.97,2,0.0,Cartão Crédito,Entregue,App
29459,2023-07-11,342,Letícia Pastor,F,18-25,Centro-Oeste,Kit Roleplay Surpresa,Jogos Adultos,113.45,1,0.0,Cartão Crédito,Entregue,Marketplace
6254,2026-12-16,6,Helena da Conceição,F,26-35,Sul,Vibrador Rabbit Premium,Vibradores,293.09,2,0.0,Cartão Crédito,Devolvido,App
3103,2020-04-13,738,Mateus Casa Grande,M,36-45,Nordeste,Mini Vibrador Discreto,Vibradores,319.35,1,0.0,Pix,Entregue,Marketplace
27613,2024-08-06,181,Diogo Rezende,M,46+,Sudeste,Óleo de Massagem Relaxante,Lubrificantes,84.49,1,25.0,Pix,Entregue,Site
21990,2021-01-28,364,Dra. Beatriz Macedo,F,46+,Sudeste,Body Rendado Vermelho,Lingerie,143.4,2,0.0,Pix,Entregue,Site
23977,2018-03-29,111,Anthony Marques,M,26-35,Nordeste,Kit Iniciante BDSM 5 Peças,Acessórios BDSM,222.28,2,0.0,Pix,Entregue,Site
6690,2025-04-01,23,Elisa Freitas,F,18-25,Sudeste,Fantasia Policial,Lingerie,146.17,1,0.0,Pix,Entregue,Marketplace
24981,2023-01-02,257,Sra. Melissa Vieira,F,46+,Sul,Meia-Calça Rendada,Lingerie,135.13,5,0.0,Pix,Entregue,Site
23544,2015-06-10,953,Bryan Silveira,M,18-25,Sul,Meia-Calça Rendada,Lingerie,161.98,2,0.0,Cartão Crédito,Entregue,Site
26308,2020-03-19,1338,Juliana Freitas,F,26-35,Nordeste,Lubrificante Íntimo Aquoso 250ml,Lubrificantes,63.18,1,0.0,Boleto,Entregue,Site
29086,2023-05-05,100,Anna Liz Cirino,F,18-25,Centro-Oeste,Mini Vibrador Discreto,Vibradores,420.59,2,0.0,Pix,Entregue,Site
5772,2019-02-03,383,Juan Almeida,M,26-35,Sudeste,Kit Roleplay Surpresa,Jogos Adultos,43.01,1,0.0,Boleto,Entregue,Site
16812,2025-05-25,349,Augusto Dias,M,26-35,Sudeste,Massageador Corporal Wave,Vibradores,155.18,1,0.0,Pix,Entregue,Marketplace
27479,2022-04-28,419,Dr. Henrique Macedo,M,26-35,Nordeste,Kit Iniciante BDSM 5 Peças,Acessórios BDSM,129.26,3,5.0,Pix,Entregue,App
24873,2021-03-11,29,Dra. Hellena Rodrigues,F,26-35,Norte,Óleo de Massagem Relaxante,Lubrificantes,79.03,1,0.0,Cartão Crédito,Entregue,App
8648,2015-12-23,29,Dra. Hellena Rodrigues,F,26-35,Norte,Kit Algemas Veludo,Acessórios BDSM,130.46,1,15.0,Cartão Crédito,Cancelado,Site
17928,2022-08-02,16,Sra. Zoe Campos,F,18-25,Sudeste,Lubrificante Íntimo Aquoso 100ml,Lubrificantes,46.51,2,10.0,Cartão Crédito,Entregue,Site
3427,2015-11-29,249,Sabrina Duarte,F,46+,Nordeste,Body Coelhinha Plus Size,Lingerie,72.02,3,20.0,Pix,Entregue,Site
21598,2017-12-09,1183,Maria Fernanda Marques,F,36-45,Nordeste,Vibrador Ponto G Flex,Vibradores,125.61,4,0.0,Cartão Crédito,Entregue,App
12035,2016-06-14,629,Lorena Machado,F,18-25,Centro-Oeste,Massageador Corporal Wave,Vibradores,317.65,1,0.0,Pix,Entregue,App
14402,2026-05-19,169,Giovanna Lopes,F,36-45,Sudeste,Vibrador Rabbit Premium,Vibradores,382.19,1,0.0,Pix,Entregue,Site
26385,2026-06-06,70,Alana Barbosa,F,26-35,Norte,Lubrificante Sabores Baunilha,Lubrificantes,37.5,1,0.0,Pix,Cancelado,Site
14484,2023-04-19,160,Sr. Luiz Otávio Lopes,M,36-45,Nordeste,Kit Iniciante BDSM 5 Peças,Acessórios BDSM,124.16,1,0.0,Cartão Crédito,Entregue,Site
5246,2021-05-14,262,Vitória Ferreira,F,26-35,Nordeste,Óleo de Massagem Relaxante,Lubrificantes,77.99,3,0.0,Cartão Crédito,Entregue,App
10024,2018-02-17,3,Cauã Rocha,M,18-25,Sudeste,Gel Excitante Feminino,Lubrificantes,62.37,1,0.0,Pix,Entregue,Site
13196,2022-08-04,570,Rafaela Freitas,F,26-35,Nordeste,Cartas Posições Kamasutra,Jogos Adultos,127.95,1,0.0,Cartão Crédito,Entregue,Site
22365,2015-02-05,337,Diogo Gomes,M,26-35,Sul,Lubrificante Íntimo Aquoso 250ml,Lubrificantes,34.22,1,0.0,Cartão Crédito,Cancelado,App
23360,2018-03-22,1721,Gabrielly Jesus,F,26-35,Nordeste,Mini Vibrador Discreto,Vibradores,283.47,4,15.0,Cartão Débito,Entregue,Site
17927,2015-07-27,55,Agatha Peixoto,F,46+,Nordeste,Wand Massager Pro,Vibradores,413.18,2,10.0,Pix,Entregue,Marketplace
4348,2016-12-11,243,Dr. Vitor Gabriel Vasconcelos,M,26-35,Sudeste,Lubrificante Íntimo Aquoso 250ml,Lubrificantes,65.58,2,5.0,Pix,Entregue,Marketplace
5326,2023-04-08,260,Leandro Ribeiro,M,26-35,Sudeste,Vibrador Rabbit Premium,Vibradores,364.04,2,0.0,Pix,Entregue,Site
29268,2023-12-31,107,Gabrielly Rios,F,46+,Nordeste,Body Rendado Vermelho,Lingerie,182.6,2,30.0,Cartão Crédito,Entregue,Site
10123,2018-12-29,664,Benício das Neves,M,18-25,Sul,Creme Excitante Feminino,Cosméticos Íntimos,64.36,5,0.0,Pix,Entregue,Marketplace
16795,2020-05-23,123,Giovanna Silva,F,36-45,Sudeste,Body Coelhinha Plus Size,Lingerie,99.93,1,0.0,Pix,Entregue,Marketplace
20416,2024-04-21,71,Dra. Ana Liz da Conceição,F,36-45,Sul,Body Coelhinha Plus Size,Lingerie,118.87,1,0.0,Pix,Entregue,App
24963,2021-09-11,182,Srta. Bianca Vasconcelos,F,26-35,Nordeste,Fantasia Policial,Lingerie,89.38,4,0.0,Pix,Entregue,App
19866,2018-12-24,389,Sr. Calebe Pires,M,18-25,Sudeste,Body Rendado Vermelho,Lingerie,101.62,2,0.0,Pix,Entregue,Marketplace
10782,2022-12-20,210,Dra. Maria Luiza Silveira,F,26-35,Nordeste,Lubrificante Sabores Morango,Lubrificantes,44.74,2,25.0,Boleto,Entregue,App
27814,2026-02-18,516,Dr. Ravi Sá,M,36-45,Nordeste,Lubrificante Íntimo Aquoso 100ml,Lubrificantes,47.93,1,0.0,Cartão Crédito,Cancelado,Site
13084,2020-10-26,364,Dra. Beatriz Macedo,F,46+,Sudeste,Kit Algemas Veludo,Acessórios BDSM,100.39,1,25.0,Pix,Entregue,App
6380,2025-09-14,662,Léo Martins,M,18-25,Nordeste,Lubrificante Sabores Baunilha,Lubrificantes,31.86,1,0.0,Cartão Crédito,Entregue,Site
24842,2015-10-19,84,Melissa Carvalho,F,26-35,Nordeste,Kit Roleplay Surpresa,Jogos Adultos,109.69,1,30.0,Boleto,Entregue,Marketplace
22087,2017-04-30,178,Brayan Marques,M,26-35,Sudeste,Mordaça Silicone,Acessórios BDSM,247.63,1,20.0,Cartão Crédito,Entregue,App
7478,2022-06-03,4,Dra. Aurora Pastor,F,26-35,Sul,Corda de Shibari 5m,Acessórios BDSM,76.35,2,15.0,Pix,Entregue,Site
22940,2024-03-03,158,Maya Abreu,F,26-35,Sudeste,Conjunto Lingerie Boudoir,Lingerie,64.37,1,0.0,Cartão Crédito,Entregue,Site
1324,2018-10-05,75,Caroline Silveira,F,36-45,Sudeste,Massageador Corporal Wave,Vibradores,335.21,1,0.0,Pix,Entregue,Marketplace
11249,2017-03-31,135,Ana Cecília Fogaça,F,46+,Nordeste,Vibrador Rabbit Premium,Vibradores,398.53,2,0.0,Cartão Crédito,Entregue,Site
12031,2016-11-08,210,Dra. Maria Luiza Silveira,F,26-35,Nordeste,Gel Excitante Masculino,Lubrificantes,42.59,3,0.0,Pix,Entregue,Site
26035,2015-10-09,187,Dr. Pedro Miguel Pimenta,M,26-35,Sudeste,Lubrificante Base Silicone,Lubrificantes,35.06,2,30.0,Cartão Crédito,Entregue,Site
10352,2017-07-19,351,Sr. Thales Andrade,M,36-45,Sul,Kit Iniciante BDSM 5 Peças,Acessórios BDSM,260.98,2,20.0,Pix,Entregue,Site
19604,2020-09-26,362,Dra. Laura da Conceição,F,26-35,Sudeste,Fantasia Enfermeira,Lingerie,172.23,1,0.0,Cartão Crédito,Entregue,Marketplace
15215,2025-11-10,225,Isaque Cardoso,Não informado,26-35,Sul,Jogo Tabuleiro Casais,Jogos Adultos,40.72,2,0.0,Cartão Crédito,Entregue,Site
12514,2016-07-05,218,Lara Sá,F,46+,Sul,Cartas Posições Kamasutra,Jogos Adultos,108.78,2,0.0,Pix,Entregue,App
28241,2020-02-18,602,Maria Julia Melo,F,36-45,Sudeste,Fantasia Policial,Lingerie,170.91,2,30.0,Cartão Crédito,Entregue,Site
29720,2015-01-06,220,Antony Souza,M,18-25,Sudeste,Fantasia Enfermeira,Lingerie,70.33,2,5.0,Cartão Crédito,Entregue,App
504,2026-05-06,505,Cauê da Cruz,M,46+,Sudeste,Gel Excitante Masculino,Lubrificantes,50.01,1,0.0,Cartão Débito,Entregue,Marketplace
18919,2022-04-13,205,Otto Nascimento,M,26-35,Sul,Colar e Guia BDSM,Acessórios BDSM,59.74,1,0.0,Cartão Crédito,Entregue,Site
4255,2024-11-05,53,Daniela Freitas,F,26-35,Sudeste,Body Coelhinha Plus Size,Lingerie,182.84,2,0.0,Cartão Crédito,Entregue,App
25529,2017-12-04,39,Luiz Miguel Câmara,M,36-45,Sudeste,Lingerie Cropped com Bojo,Lingerie,168.09,1,0.0,Boleto,Cancelado,Site
27774,2022-07-29,528,Gabriel Duarte,M,18-25,Sudeste,Vibrador Ponto G Flex,Vibradores,107.25,1,20.0,Boleto,Entregue,Site
27221,2017-09-02,74,Raquel Cunha,F,46+,Sul,Kit Cuidados Íntimos,Cosméticos Íntimos,92.56,2,5.0,Pix,Entregue,Site
10060,2021-06-05,115,Isabelly Freitas,F,18-25,Sudeste,Gel Excitante Masculino,Lubrificantes,48.06,2,0.0,Boleto,Entregue,Site
19004,2022-02-14,25,Brayan Pereira,M,26-35,Sul,Jogo de Cartas Sexo Quiz,Jogos Adultos,54.46,1,0.0,Cartão Crédito,Entregue,Site
14280,2023-10-05,253,Stella Correia,F,26-35,Sudeste,Vibrador Duplo Prazer,Vibradores,124.3,1,0.0,Boleto,Entregue,Marketplace
20774,2017-05-05,37,Zoe da Luz,F,46+,Centro-Oeste,Cartas Posições Kamasutra,Jogos Adultos,57.1,1,0.0,Pix,Entregue,Site
15583,2023-02-11,70,Alana Barbosa,F,26-35,Norte,Lingerie Cropped com Bojo,Lingerie,140.64,1,0.0,Cartão Crédito,Entregue,Marketplace
15492,2016-12-10,64,Gabriela Silva,F,26-35,Sudeste,Body Coelhinha Plus Size,Lingerie,106.49,1,0.0,Cartão Crédito,Entregue,Site
24392,2024-09-30,367,Juan Fogaça,M,26-35,Sudeste,Corda de Shibari 5m,Acessórios BDSM,124.9,2,0.0,Pix,Entregue,App
22346,2020-07-09,7,Apollo Novais,M,18-25,Nordeste,Body Rendado Vermelho,Lingerie,90.06,1,0.0,Pix,Entregue,Marketplace
27897,2020-02-14,136,Isadora Rios,F,18-25,Sul,Lingerie Cropped com Bojo,Lingerie,138.88,1,0.0,Pix,Entregue,Site
12726,2026-07-27,782,Valentina Monteiro,F,26-35,Norte,Fantasia Enfermeira,Lingerie,70.86,2,0.0,Pix,Entregue,Site
5743,2023-12-20,536,João Miguel Gomes,M,26-35,Nordeste,Meia-Calça Rendada,Lingerie,157.32,1,0.0,Pix,Cancelado,Marketplace
21393,2015-12-02,535,Emanuel Fonseca,M,36-45,Sul,Lubrificante Sabores Baunilha,Lubrificantes,30.27,4,0.0,Cartão Crédito,Entregue,App
20019,2022-05-14,275,Sr. Samuel Caldeira,M,36-45,Norte,Sabonete Íntimo pH Neutro,Cosméticos Íntimos,100.03,3,0.0,Pix,Entregue,Site
15345,2016-12-17,382,Maria Alice Oliveira,F,26-35,Nordeste,Gel Excitante Masculino,Lubrificantes,33.92,1,0.0,Cartão Crédito,Entregue,App
11195,2024-01-06,42,Eduarda Vieira,F,18-25,Sudeste,Gel Excitante Masculino,Lubrificantes,82.91,2,0.0,Pix,Entregue,Marketplace
15182,2025-03-05,59,Bruno Barros,M,18-25,Sudeste,Lubrificante Sabores Morango,Lubrificantes,47.44,2,0.0,Cartão Crédito,Entregue,App
21380,2016-02-08,771,Nicolas Rezende,M,36-45,Sul,Mordaça Silicone,Acessórios BDSM,182.93,1,0.0,Pix,Entregue,App
14767,2025-02-04,185,Isadora Campos,F,36-45,Nordeste,Lubrificante Íntimo Aquoso 250ml,Lubrificantes,35.24,1,5.0,Cartão Débito,Entregue,Site
23258,2024-02-17,7,Apollo Novais,M,18-25,Nordeste,Vibrador Rabbit Premium,Vibradores,348.79,2,0.0,Cartão Crédito,Entregue,App
1604,2024-12-07,132,Srta. Ísis Andrade,F,18-25,Sudeste,Lubrificante Íntimo Aquoso 250ml,Lubrificantes,36.32,1,0.0,Cartão Crédito,Entregue,Site
23358,2022-07-14,1,Sr. Apollo Sousa,M,18-25,Sudeste,Lubrificante Sabores Morango,Lubrificantes,58.38,1,0.0,Cartão Débito,Cancelado,Site
24092,2022-11-03,185,Isadora Campos,F,36-45,Nordeste,Vibrador Duplo Prazer,Vibradores,124.9,1,0.0,Cartão Crédito,Entregue,App
29364,2025-12-03,966,Mateus Farias,M,18-25,Norte,Perfume Íntimo Floral,Cosméticos Íntimos,110.03,1,5.0,Pix,Entregue,Site
23672,2019-06-15,458,Olívia Azevedo,F,26-35,Sudeste,Venda para Olhos Satin,Acessórios BDSM,207.69,2,0.0,Pix,Entregue,Site
25361,2024-09-26,189,Emanuel Souza,M,36-45,Sudeste,Wand Massager Pro,Vibradores,92.27,1,15.0,Pix,Entregue,Marketplace
23708,2022-04-11,1101,Srta. Bella Dias,F,26-35,Sudeste,Mini Vibrador Discreto,Vibradores,187.65,2,10.0,Pix,Entregue,App
19141,2019-06-04,1060,Davi Miguel Viana,M,26-35,Nordeste,Vibrador Clássico Silicone,Vibradores,442.22,5,0.0,Cartão Crédito,Cancelado,App
29649,2023-11-25,203,Maria Helena Mendes,F,36-45,Sudeste,Lingerie Cropped com Bojo,Lingerie,126.03,1,0.0,Pix,Entregue,Site
4985,2016-11-15,240,Bianca Lopes,F,26-35,Sudeste,Vibrador Duplo Prazer,Vibradores,497.82,1,0.0,Pix,Entregue,App
1034,2026-02-14,39,Luiz Miguel Câmara,M,36-45,Sudeste,Vibrador Ponto G Flex,Vibradores,496.04,1,0.0,Pix,Entregue,App
18517,2015-03-15,379,José Marques,M,26-35,Sudeste,Body Rendado Vermelho,Lingerie,185.88,1,0.0,Cartão Débito,Entregue,Marketplace
20999,2017-01-12,182,Srta. Bianca Vasconcelos,F,26-35,Nordeste,Body Rendado Vermelho,Lingerie,197.75,1,0.0,Cartão Débito,Entregue,App
29099,2018-10-03,62,Sra. Eloah da Luz,F,26-35,Sudeste,Lubrificante Íntimo Aquoso 250ml,Lubrificantes,32.49,2,0.0,Cartão Débito,Entregue,App
8022,2025-10-28,554,Laís Viana,F,46+,Sudeste,Fantasia Policial,Lingerie,104.27,2,0.0,Pix,Entregue,App
26132,2020-05-23,147,Evelyn Guerra,F,36-45,Sul,Corda de Shibari 5m,Acessórios BDSM,196.47,2,0.0,Cartão Crédito,Cancelado,Site
8933,2018-04-26,57,Maria Cecília das Neves,F,18-25,Centro-Oeste,Meia-Calça Rendada,Lingerie,109.17,1,10.0,Pix,Entregue,Marketplace
9559,2015-09-30,359,Dr. Liam Pires,M,36-45,Sul,Creme Retardante Masculino,Cosméticos Íntimos,121.27,3,0.0,Cartão Crédito,Entregue,App
19710,2019-07-11,242,Maya Cavalcanti,F,46+,Norte,Venda para Olhos Satin,Acessórios BDSM,265.0,3,30.0,Cartão Crédito,Entregue,Site
23918,2022-04-28,242,Maya Cavalcanti,F,46+,Norte,Gel Excitante Feminino,Lubrificantes,75.18,1,5.0,Pix,Devolvido,Site
3845,2023-11-11,53,Daniela Freitas,F,26-35,Sudeste,Corda de Shibari 5m,Acessórios BDSM,67.68,2,30.0,Cartão Crédito,Entregue,Site
7887,2015-09-24,71,Dra. Ana Liz da Conceição,F,36-45,Sul,Mini Vibrador Discreto,Vibradores,224.77,1,0.0,Pix,Entregue,Site
9376,2021-04-05,85,Emilly da Mota,F,26-35,Norte,Dado do Prazer,Jogos Adultos,99.01,1,0.0,Cartão Crédito,Entregue,Site
9392,2015-05-20,1966,Dr. Yuri Moraes,M,18-25,Sul,Lubrificante Íntimo Aquoso 100ml,Lubrificantes,61.99,2,0.0,Boleto,Entregue,App
16695,2023-03-12,458,Olívia Azevedo,F,26-35,Sudeste,Vibrador Clássico Silicone,Vibradores,266.52,1,0.0,Cartão Débito,Entregue,App
6984,2022-05-25,541,Sra. Larissa da Cunha,F,36-45,Nordeste,Wand Massager Pro,Vibradores,426.55,1,0.0,Pix,Devolvido,Site
20533,2026-11-05,164,Dr. Luan Guerra,M,26-35,Sudeste,Dado do Prazer,Jogos Adultos,88.92,3,0.0,Boleto,Entregue,Site
17871,2015-11-27,14,Aylla Fogaça,F,36-45,Sudeste,Vibrador Duplo Prazer,Vibradores,256.41,1,0.0,Pix,Entregue,Site
5473,2016-05-18,19,Bernardo Aparecida,M,36-45,Sudeste,Fantasia Policial,Lingerie,193.32,2,25.0,Boleto,Entregue,App
23403,2025-03-17,228,Maria Eduarda Cavalcante,F,18-25,Sudeste,Kit Cuidados Íntimos,Cosméticos Íntimos,129.79,1,0.0,Pix,Entregue,App
8478,2016-02-11,316,Maria Luísa Farias,F,46+,Sudeste,Vibrador Rabbit Premium,Vibradores,481.91,1,20.0,Pix,Entregue,Marketplace
23352,2015-08-26,247,Nicole Nunes,F,26-35,Nordeste,Vibrador Duplo Prazer,Vibradores,114.04,2,0.0,Pix,Entregue,App
1057,2015-12-26,438,Srta. Olívia Machado,F,46+,Sul,Fantasia Enfermeira,Lingerie,156.99,4,0.0,Pix,Entregue,App
23639,2016-01-03,84,Melissa Carvalho,F,26-35,Nordeste,Lubrificante Sabores Baunilha,Lubrificantes,59.45,1,0.0,Cartão Débito,Entregue,Marketplace
5881,2023-06-06,69,Heloísa Pastor,F,26-35,Sudeste,Vibrador Clássico Silicone,Vibradores,442.33,1,0.0,Cartão Débito,Devolvido,Marketplace
29966,2022-09-24,16,Sra. Zoe Campos,F,18-25,Sudeste,Body Rendado Vermelho,Lingerie,122.52,1,0.0,Cartão Crédito,Cancelado,App
1184,2020-11-05,807,Josué Rodrigues,Não informado,26-35,Sul,Meia-Calça Rendada,Lingerie,168.82,1,0.0,Cartão Débito,Devolvido,Site
16184,2025-11-28,99,Emanuel Araújo,M,26-35,Sudeste,Vibrador Ponto G Flex,Vibradores,122.09,1,30.0,Pix,Entregue,Site
6689,2020-11-25,236,Ana Cecília Ferreira,F,36-45,Sul,Óleo de Massagem Relaxante,Lubrificantes,38.36,2,0.0,Pix,Entregue,App
20178,2020-05-21,8,Yago Leão,M,26-35,Sudeste,Fantasia Policial,Lingerie,115.19,1,0.0,Cartão Crédito,Entregue,Site
17113,2024-07-23,168,Agatha da Rosa,F,26-35,Sul,Spray Prolongador,Cosméticos Íntimos,125.48,1,0.0,Cartão Crédito,Entregue,Site
13821,2016-12-22,58,Ana Laura da Costa,F,26-35,Nordeste,Massageador Corporal Wave,Vibradores,209.55,3,0.0,Cartão Crédito,Entregue,App
